Disease Name,Category,Symptoms,Severity,Causes
Trichuriasis,Parasite,"anemia, nutritional deficiency, growth retardation, diarrhea, bloody stools, abdominal pain, rectal prolapse",Low,Trichuris trichiura; fecal-oral transmission; contaminated soil; poor sanitation
Chickenpox,Virus,"headache, fever, mild cough, loss of appetite, rash, itching, fatigue",Low,Varicella-zoster virus; airborne transmission; direct contact
Sleep-Related Rhythmic Movement Disorder,Disorder,"arousals, head banging, body rocking, rhythmic movements, sleep disturbance",Low,developmental; stress; anxiety; neurological conditions
Trichinellosis,Parasite,"fever, muscle pain, nausea, edema",Medium,Trichinella species; undercooked pork; wild game meat; zoonotic transmission
Neurocognitive Disorders,Disorder,"language problems, personality changes, executive dysfunction, cognitive decline, memory impairment",High,Alzheimer's disease; vascular disease; Lewy body disease; frontotemporal degeneration
Marfan Syndrome,Disease,"long limbs, aortic aneurysm, flexible joints, tall stature, pectus excavatum",Medium,genetic mutation; fibrillin-1 deficiency; autosomal dominant inheritance
Silicosis,Disease,"chronic cough, weakness, weight loss, shortness of breath, fever, chest pain",High,silica dust inhalation; mining; quarrying; sandblasting; stone cutting
Celiac Disease,Disease,"diarrhea, anemia, weight loss, fatigue, bone problems, abdominal pain, bloating",Medium,immune response to gluten; genetic factors; environmental triggers; intestinal permeability
Migraine,Disease,"fatigue, aura, sensitivity to light, neck stiffness, nausea, severe headache",Low,genetic factors; hormonal changes; stress; certain foods; environmental triggers
Pressure Ulcers,Disease,"infection, skin breakdown, odor, red skin, swelling, pain",Medium,immobility; poor nutrition; moisture; friction; shear forces
Vitamin B12 Deficiency,Disease,"memory problems, weakness, pale skin, tingling in hands/feet, fatigue, difficulty walking",Medium,inadequate dietary intake; pernicious anemia; malabsorption; vegan diet; aging
Tay-Sachs Disease,Disease,"cherry-red spot in eye, loss of motor skills, developmental delay, seizures, paralysis",High,genetic mutation; hexosaminidase A deficiency; autosomal recessive inheritance
Tetanus,Bacteria,"difficulty swallowing, muscle stiffness, lockjaw, rapid heartbeat",High,Clostridium tetani; wound contamination; rusty nails; deep cuts
Cysticercosis,Parasite,"focal neurological deficits, seizures, cognitive impairment, headache, hydrocephalus, increased intracranial pressure",Medium,Taenia solium; fecal-oral transmission; undercooked pork; autoinfection
Restless Legs Syndrome,Disorder,"periodic limb movements, uncomfortable sensations, worse at rest, urge to move legs",Low,genetic factors; iron deficiency; pregnancy; chronic kidney disease; neuropathy
Hodgkin's Lymphoma,Disease,"fatigue, alcohol-induced pain, itching, fever, night sweats, weight loss, enlarged lymph nodes",Medium,Reed-Sternberg cells; EBV association; genetic factors; immune suppression
Breathing-Related Sleep Disorders,Disorder,"nocturia, morning headaches, snoring, daytime sleepiness, breathing pauses, dry mouth",Medium,obesity; anatomical abnormalities; neuromuscular disorders; congestive heart failure
Meningitis,Bacteria,"severe headache, stiff neck, nausea, fever",High,Neisseria meningitidis; Streptococcus pneumoniae; Haemophilus influenzae; viral infection
Liver Cirrhosis,Disease,"easy bruising, jaundice, fatigue, loss of appetite",High,chronic alcohol abuse; hepatitis B/C; fatty liver disease; autoimmune hepatitis
Insomnia Disorder,Disorder,"difficulty falling asleep, daytime impairment, early morning awakening, difficulty maintaining sleep, non-restorative sleep, cognitive problems",Medium,stress; anxiety; depression; medical conditions; medications; poor sleep hygiene
Ehlers-Danlos Syndrome,Disease,"vascular complications, skin hyperelasticity, easy bruising, organ prolapse, joint hypermobility",Low,genetic mutations; collagen defects; various inheritance patterns
Meningitis,Bacteria,"vomiting, seizures, stiff neck, confusion, nausea, fever, severe headache",High,Neisseria meningitidis; Streptococcus pneumoniae; Haemophilus influenzae; viral infection
Arrhythmogenic Right Ventricular Cardiomyopathy,Disease,"ventricular arrhythmias, syncope, sudden cardiac death, fatigue, shortness of breath, palpitations, edema",Medium,genetic mutations; desmosome protein defects; autosomal dominant inheritance
Osteoarthritis,Disease,"muscle weakness, joint pain, stiffness, reduced range of motion, tenderness, swelling",Medium,wear and tear; aging; joint injury; obesity; genetic factors
Teratogenic Disorders,Disease,"developmental defects, intellectual disability, growth retardation, congenital abnormalities, functional impairments, organ malformations",High,prenatal exposures; teratogenic agents; maternal factors; environmental toxins
Tetanus,Bacteria,"muscle spasms, lockjaw, muscle stiffness, rapid heartbeat, fever, sweating, difficulty swallowing",High,Clostridium tetani; wound contamination; rusty nails; deep cuts
Asthma,Disease,"wheezing, fatigue, difficulty sleeping, chest tightness, anxiety, shortness of breath, coughing",High,genetic predisposition; environmental allergens; air pollution; respiratory infections; stress
Gastrointestinal Disorders,Disease,"weight changes, bloating, nausea, constipation, vomiting, abdominal pain",Low,infections; inflammation; motility disorders; malabsorption; tumors
Migraine,Disease,"vomiting, fatigue, nausea, sensitivity to light, severe headache",Low,genetic factors; hormonal changes; stress; certain foods; environmental triggers
Otitis Media,Disease,"tugging at ear, balance problems, ear pain, fluid drainage, hearing difficulty",Medium,bacterial infection; viral infection; eustachian tube dysfunction; allergies
Ankylosing Spondylitis,Disease,"stiffness, reduced spinal mobility, back pain, uveitis, fatigue, enthesitis",Medium,genetic factors; HLA-B27 association; autoimmune response; environmental triggers
Onchocerciasis,Parasite,"nodules, itching, skin rash, vision loss, blindness, lymphadenopathy",Low,Onchocerca volvulus; blackfly bites; river blindness; endemic areas
Endometriosis,Disease,"pain during intercourse, painful periods, bowel problems, pelvic pain",Low,retrograde menstruation; immune system dysfunction; hormonal factors; genetic factors
Central Disorders of Hypersomnolence,Disorder,"cataplexy, hypnagogic hallucinations, sleep paralysis, long sleep duration, excessive sleepiness, sleep inertia",Medium,idiopathic; neurological conditions; medications; substance use
Scabies,Parasite,"regional lymphadenopathy, burrows, intense itching, rash, excoriations",Low,Sarcoptes scabiei; skin-to-skin contact; fomite transmission; crowded conditions
Amyotrophic Lateral Sclerosis,Disease,"emotional changes, difficulty speaking, fatigue, muscle weakness, difficulty swallowing, muscle twitching",High,unknown; genetic factors; environmental factors; military service
Sleep-Related Rhythmic Movement Disorder,Disorder,"head banging, rhythmic movements, body rocking, during sleep onset",Low,developmental; stress; anxiety; neurological conditions
Dissociative Disorders,Disorder,"memory gaps, identity confusion, depersonalization, dissociation",Medium,severe trauma; stress; abuse; dissociative coping mechanisms
Pediatric Disorders,Disease,"growth retardation, organ dysfunction, recurrent infections, developmental delays, behavioral problems",Medium,genetic factors; congenital abnormalities; infections; nutritional deficiencies
Acute Pancreatitis,Disease,"severe abdominal pain, fever, nausea, tenderness, vomiting, jaundice, rapid heartbeat",High,gallstones; alcohol abuse; hypertriglyceridemia; medications; infection
Baylisascariasis,Parasite,"death, coma, vision loss, fever, neurological deficits, seizures, headache",High,Baylisascaris procyonis; ingestion of eggs; contaminated soil; raccoon feces
Taeniasis,Parasite,"cysticercosis, abdominal pain, weight loss, nausea",Medium,Taenia species; undercooked pork/beef; contaminated water; poor sanitation
Altitude Sickness,Disease,"dizziness, nausea, headache, fatigue",High,rapid ascent to high altitude; low oxygen levels; dehydration; overexertion
Monkeypox,Virus,"back pain, headache, fever, fatigue, muscle aches, rash, swollen lymph nodes",Low,Monkeypox virus; contact with infected animals; human-to-human transmission
Myiasis,Parasite,"migration tracks, swelling, secondary infection, itching, pain",Low,fly larvae; skin penetration; wound contamination; poor hygiene
Renal Disorders,Disease,"proteinuria, edema, hypertension, fatigue, hematuria, uremia",High,diabetes; hypertension; glomerulonephritis; polycystic disease; infections
Pneumonia,Bacteria,"vomiting, chest pain, cough, shortness of breath, nausea, fever, diarrhea",Medium,Streptococcus pneumoniae; Haemophilus influenzae; viral infection; aspiration
Psoriasis,Disease,"itchy skin, joint pain, dry skin, bleeding, silvery scales, red patches",Low,immune system dysfunction; genetic factors; stress; infection; medication
Pneumonia,Bacteria,"cough, chest pain, fever, diarrhea, shortness of breath",Medium,Streptococcus pneumoniae; Haemophilus influenzae; viral infection; aspiration
Teratogenic Disorders,Disease,"functional impairments, growth retardation, organ malformations, developmental defects, congenital abnormalities",High,prenatal exposures; teratogenic agents; maternal factors; environmental toxins
Sarcoidosis,Disease,"pulmonary involvement, weight loss, fatigue, skin lesions, fever, enlarged lymph nodes",Medium,unknown; immune system dysfunction; genetic factors; environmental triggers
Respiratory Disorders,Disease,"chest pain, breathing difficulties, cough, shortness of breath",Medium,infections; allergies; obstruction; genetic factors; environmental exposures
Opisthorchiasis,Parasite,"abdominal pain, fever, diarrhea, fatigue, cholangiocarcinoma",Medium,Opisthorchis viverrini; undercooked fish; contaminated water; poor sanitation
Taeniasis,Parasite,"headache, cysticercosis, nausea, seizures, abdominal pain, vision changes, weight loss",Low,Taenia species; undercooked pork/beef; contaminated water; poor sanitation
Somatic Symptom Disorder,Disorder,"physical symptoms, excessive concern, fatigue, health anxiety, medical utilization, pain",Medium,psychological factors; stress; trauma; reinforcement of symptoms
Asthma,Disease,"anxiety, shortness of breath, wheezing, difficulty sleeping, fatigue, coughing",Medium,genetic predisposition; environmental allergens; air pollution; respiratory infections; stress
Trauma-Related Disorders,Disorder,"avoidance, hyperarousal, concentration problems, intrusive memories, sleep disturbances",High,trauma exposure; abuse; violence; accidents; natural disasters
Echinococcosis,Parasite,"abdominal pain, nausea, allergic reactions, vomiting, cyst rupture, organ dysfunction",High,Echinococcus species; contact with infected dogs; contaminated food; zoonotic transmission
Hematopoietic Disorders,Disease,"fatigue, organomegaly, anemia, cytopenias, bleeding disorders, thrombosis, infection susceptibility",High,bone marrow dysfunction; genetic mutations; acquired disorders; nutritional deficiencies
Complex Post-Traumatic Stress Disorder,Disorder,"emotional dysregulation, negative self-concept, PTSD symptoms, dissociation",High,prolonged trauma; repeated abuse; captivity; organizational abuse
Alzheimer's Disease,Disease,"mood changes, disorientation, confusion, difficulty with familiar tasks, poor judgment, memory loss",High,genetic factors; age; family history; head trauma; cardiovascular disease
Breathing-Related Sleep Disorders,Disorder,"daytime sleepiness, snoring, breathing pauses, nocturia",High,obesity; anatomical abnormalities; neuromuscular disorders; congestive heart failure
