Disease Name,Category,Symptoms,Severity,Causes
Norovirus,Virus,diarrhea; stomach cramps; purpura; vomiting; headache; nausea; fever,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Gonorrhea,Bacteria,painful urination; loss of appetite; testicular pain; pelvic pain; abnormal discharge; sore throat,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Syphilis,Bacteria,opisthorchiasis; fever; hair loss; fatigue; neurological symptoms; joint pain; chancre sore; rash,High,Treponema pallidum; Sexual transmission; Congenital transmission
Gonorrhea,Bacteria,dermatitis; hypertrophic cardiomyopathy; rectal pain; painful urination; testicular pain; pelvic pain; sore throat,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Measles,Virus,white spots in mouth; fever; runny nose; rash; cough; gigantorhynchus; red eyes,High,Measles virus; Airborne transmission; Unvaccinated exposure
Pneumonia,Bacteria,chills; delirium; fatigue; cough; nausea; fever; shortness of breath; chest pain,High,"Bacterial infection (Streptococcus, etc.); Viral infection; Fungal infection; Aspiration"
Depression,Disease,difficulty concentrating; appetite changes; dizziness; night sweats; anemia; sleep changes; persistent sadness,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Eating Disorders,Disorder,body image distortion; binge eating; obsession with food; fear of gaining weight; gout; weight loss; restrictive eating; purging; hair loss,High,Genetic factors; Psychological factors; Cultural pressures; Trauma; Low self-esteem; Perfectionism
Tourette Syndrome,Disorder,motor tics; spinal cord injury; involuntary movements; osteoporosis; vocal tics; obsessive behaviors; attention difficulties; involuntary sounds,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Tetanus,Bacteria,avitelina; difficulty swallowing; bursitis; fever; muscle stiffness; lockjaw; sweating; muscle spasms,High,Clostridium tetani; Wound contamination; Soil exposure; Rust exposure
Diabetes Type 1,Disease,slow-healing sores; extreme hunger; increased thirst; parkinsonism; frequent urination; fatigue; frequent infections,High,Autoimmune destruction of insulin-producing cells; Genetic predisposition; Environmental triggers
Migraine,Disease,severe headache; sparganosis; nausea; aura; sensitivity to sound; sensitivity to light,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Common Cold,Virus,cough; fatigue; mild fever; sneezing; ACL tear; runny nose,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Chronic Obstructive Pulmonary Disease,Disease,wheezing; fatigue; chest tightness; chronic cough; frequent respiratory infections; shortness of breath; goiter; elephantiasis,High,Smoking; Air pollution; Genetic factors; Occupational exposure; Respiratory infections
Obsessive-Compulsive Disorder,Disorder,compulsions; interference with daily life; anemia; distress; time-consuming rituals; anxiety; obsessions,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Zika Virus,Virus,conjunctivitis; joint pain; headache; fractures; respiratory alkalosis; muscle pain; rash; fever,Medium,Zika virus; Mosquito transmission; Sexual transmission
Asthma,Disease,shortness of breath; fatigue; diphyllobothrium; dislocations; wheezing; chest tightness; difficulty sleeping,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Leprosy,Bacteria,muscle weakness; infertility; eye problems; chronic nasal congestion; trichuriasis; numbness,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Lyme Disease,Bacteria,headache; fever; joint pain; AVM; bulls-eye rash; muscle pain; fatigue,Medium,Borrelia burgdorferi; Tick bite; Deer tick transmission
Ebola,Virus,fever; severe headache; vomiting; blood in urine; diarrhea; muscle pain; weakness; hemorrhage,High,Ebola virus; Contact with infected body fluids; Animal transmission
Pertussis,Bacteria,vomiting after cough; severe cough; fatigue; fever; runny nose; whooping sound; trypanosomiasis,High,Bordetella pertussis; Airborne transmission; Close contact
Rubella,Virus,rash; fever; headache; runny nose; cirrhosis; swollen lymph nodes; bad breath; joint pain,Medium,Rubella virus; Airborne transmission; Congenital transmission
Bipolar Disorder,Disorder,depression; emphysema; mania; mesocestoidosis; mood swings; sleep disturbances; irritability; impulsivity,High,Genetic factors; Brain chemistry; Stress; Trauma; Substance abuse; Medical conditions
Dengue,Virus,rash; bleeding; pain behind eyes; muscle pain; coma; high fever; severe headache,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Zika Virus,Virus,burning sensation; peripheral neuropathy; macracanthorhynchus; conjunctivitis; joint pain; muscle pain; fever; rash; headache,Medium,Zika virus; Mosquito transmission; Sexual transmission
Rheumatoid Arthritis,Disease,macracanthorhynchus; fever; fatigue; joint stiffness; weight loss; joint pain,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Lyme Disease,Bacteria,muscle pain; bulls-eye rash; fever; fatigue; leukopenia; joint pain; swollen lymph nodes; night sweats; bursitis,Medium,Borrelia burgdorferi; Tick bite; Deer tick transmission
Strep Throat,Bacteria,swollen lymph nodes; alveococcus; PCL tear; difficulty swallowing; fever; sore throat; white patches on tonsils; rash,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Tourette Syndrome,Disorder,vocal tics; pituitary disorders; multiceps; attention difficulties; involuntary movements; motor tics; obsessive behaviors; involuntary sounds; hemorrhoids,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Diabetes Type 2,Disease,slow-healing sores; increased hunger; abscess; blurred vision; echinococcus; frequent infections; fatigue; WPW syndrome,Medium,Insulin resistance; Genetic factors; Obesity; Sedentary lifestyle; Poor diet
Botulism,Bacteria,muscle weakness; slurred speech; double vision; drooping eyelids; difficulty swallowing; septic arthritis; blurred vision,High,Clostridium botulinum toxin; Contaminated food; Wound infection; Infant intestinal infection
Tourette Syndrome,Disorder,bertiella; hemorrhoids; attention difficulties; obsessive behaviors; involuntary sounds; vocal tics; involuntary movements; motor tics,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Tetanus,Bacteria,echinococcus; muscle spasms; muscle stiffness; difficulty swallowing; fever; lockjaw; confusion,High,Clostridium tetani; Wound contamination; Soil exposure; Rust exposure
HIV/AIDS,Virus,night sweats; swollen lymph nodes; fatigue; bruising easily; weight loss; fever,High,HIV virus infection; Unprotected sex; Shared needles; Mother-to-child transmission
Chronic Fatigue Syndrome,Disorder,ascites; pulmonary embolism; cystitis; sore throat; post-exertional malaise; sleep problems; severe fatigue; cognitive issues; pain,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Migraine,Disease,aura; nausea; vomiting; hair loss; sensitivity to light; severe headache; sensitivity to sound,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Multiple Sclerosis,Disease,difficulty walking; fatigue; eczema; vision problems; dizziness; guillain-barre syndrome; pericardial effusion; bladder problems; weakness; numbness,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
Zika Virus,Virus,fever; rash; headache; conjunctivitis; davainea; pericarditis,Medium,Zika virus; Mosquito transmission; Sexual transmission
E. coli Infection,Bacteria,abdominal pain; fatigue; bloody diarrhea; vomiting; fever; metabolic acidosis; severe diarrhea,High,E. coli bacteria; Contaminated food/water; Undercooked meat; Poor sanitation
Measles,Virus,white spots in mouth; red eyes; amenorrhea; fever; rash; cough; runny nose,High,Measles virus; Airborne transmission; Unvaccinated exposure
Eating Disorders,Disorder,obsession with food; purging; lymphedema; body image distortion; binge eating; cold sweats; fear of gaining weight; restrictive eating,High,Genetic factors; Psychological factors; Cultural pressures; Trauma; Low self-esteem; Perfectionism
Chlamydia,Bacteria,sore throat; pleurisy; pelvic pain; schistosomiasis; prosthenorchis; rectal pain; painful urination,Medium,Chlamydia trachomatis; Sexual transmission; Mother-to-child during birth
Anxiety Disorder,Disease,diabetes; fatigue; irritability; restlessness; cushing syndrome; difficulty concentrating; muscle tension; excessive worry,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Anxiety Disorder,Disease,sleepiness; excessive worry; fatigue; restlessness; irritability; PCL tear,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Measles,Virus,fever; cough; red eyes; sepsis; rash; white spots in mouth; cellulitis,High,Measles virus; Airborne transmission; Unvaccinated exposure
E. coli Infection,Bacteria,fatigue; fever; bloody diarrhea; abdominal pain; burning sensation; severe diarrhea; vomiting,High,E. coli bacteria; Contaminated food/water; Undercooked meat; Poor sanitation
Tuberculosis,Bacteria,fatigue; fever; coughing blood; chest pain; persistent cough; weight loss; night sweats; loss of appetite,High,Mycobacterium tuberculosis; Airborne transmission; Close contact with infected person
Norovirus,Virus,nausea; weight loss; vomiting; fever; mesocestoidosis; headache; diarrhea; stomach cramps; skrjabinia,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Dyslexia,Disorder,poor comprehension; phonological awareness issues; letter reversal; reading difficulties; thrombocytopenia; slow reading speed,Low,Genetic factors; Brain structure differences; Prenatal exposure; Early childhood experiences
Pneumonia,Bacteria,fatigue; shortness of breath; cough; chest pain; fever; nausea; chills; nosebleeds,High,"Bacterial infection (Streptococcus, etc.); Viral infection; Fungal infection; Aspiration"
Pertussis,Bacteria,whooping sound; severe cough; DIC; hearing loss; fatigue; fever; vomiting after cough; runny nose,High,Bordetella pertussis; Airborne transmission; Close contact
Syphilis,Bacteria,neurological symptoms; joint pain; hair loss; myocarditis; rash; stilesia; fatigue; myopathy; fever,High,Treponema pallidum; Sexual transmission; Congenital transmission
Influenza,Virus,cough; sore throat; body aches; tingling; fever; fatigue,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Alzheimer's Disease,Disease,mood changes; rotator cuff tear; difficulty with problem-solving; disorientation; difficulty with familiar tasks; memory loss,High,Genetic factors; Age; Family history; Cardiovascular disease; Head trauma; Lifestyle factors
Rheumatoid Arthritis,Disease,fatigue; fever; septic arthritis; joint stiffness; joint swelling; weight loss; joint pain,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Hepatitis B,Virus,deep vein thrombosis; jaundice; nausea; loss of appetite; dark urine; abdominal pain; ligament tear; bursitis,High,Hepatitis B virus; Blood contact; Sexual transmission; Mother-to-child
Asthma,Disease,wheezing; coughing; shortness of breath; fatigue; difficulty sleeping; chest tightness; psoriasis,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Chronic Obstructive Pulmonary Disease,Disease,frequent respiratory infections; anoplocephaliasis; wheezing; metabolic alkalosis; itching; shortness of breath; chest tightness; fatigue; chronic cough,High,Smoking; Air pollution; Genetic factors; Occupational exposure; Respiratory infections
Rubella,Virus,brain death; moniliformis; swollen lymph nodes; rash; ARDS; headache; runny nose; joint pain; fever,Medium,Rubella virus; Airborne transmission; Congenital transmission
Common Cold,Virus,runny nose; mild fever; fatigue; ulcer; cough; sneezing; hair loss; sore throat,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Multiple Sclerosis,Disease,muscular dystrophy; difficulty walking; fatigue; bladder problems; dizziness; opisthorchiasis; back pain; vision problems; numbness; weakness,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
Restless Legs Syndrome,Disorder,frequent urination; uncomfortable sensations; difficulty concentrating; electrolyte imbalances; dizziness; sleep disturbances; urge to move legs; daytime fatigue; worse at night,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
